# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -229.30000000 ps, Average over 300 waveforms. Timestamp: 2023-05-26T11:49:01
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Frequency [THz]	THz Signal [a.u.]
7.50915758	-87.90065378
7.51648359	-80.04713499
7.52380959	-76.06051976
7.53113560	-79.48095777
7.53846161	-82.40256248
7.54578761	-74.75987639
7.55311362	-87.23584720
7.56043963	-82.35129309
7.56776564	-76.85967939
7.57509164	-78.67888812
7.58241765	-75.36725155
7.58974366	-81.56267957
7.59706967	-90.57651051
7.60439567	-88.46532177
7.61172168	-79.20188147
7.61904769	-77.29532151
7.62637370	-81.76712814
7.63369970	-78.92039061
7.64102571	-72.60412090
7.64835172	-82.49539781
7.65567773	-76.07434818
7.66300373	-96.59946964
7.67032974	-80.02163321
7.67765575	-88.71276111
7.68498176	-78.57526108
7.69230776	-78.70255567
7.69963377	-79.79338857
7.70695978	-81.58773232
7.71428579	-76.53709677
7.72161179	-84.04463548
7.72893780	-73.61105958
7.73626381	-78.00732378
7.74358981	-84.36658027
7.75091582	-70.54042791
7.75824183	-73.58605251
7.76556784	-90.95427173
7.77289384	-88.08224250
7.78021985	-79.90228501
7.78754586	-79.59706622
7.79487187	-91.47726346
7.80219787	-82.22246146
7.80952388	-78.91070018
7.81684989	-77.43823955
7.82417590	-78.64873662
7.83150190	-81.60762103
7.83882791	-81.19519726
7.84615392	-89.37614216
7.85347993	-79.74270678
7.86080593	-70.01933700
7.86813194	-74.30596609
7.87545795	-77.34772372
7.88278396	-76.97508074
7.89010996	-89.13483334
7.89743597	-80.76609066
7.90476198	-85.94375475
7.91208798	-78.58150846
7.91941399	-81.09247532
7.92674000	-75.97862934
7.93406601	-81.60782278
7.94139201	-81.34774688
7.94871802	-78.03045536
7.95604403	-79.24547318
7.96337004	-73.22381522
7.97069604	-79.46344814
7.97802205	-87.46046884
7.98534806	-78.03242861
7.99267407	-74.31853269
8.00000007	-93.52639708
8.00732608	-80.85851699
8.01465209	-87.00732872
8.02197810	-88.75908903
8.02930410	-88.26482545
8.03663011	-94.96600812
8.04395612	-77.97658244
8.05128213	-84.47166671
8.05860813	-77.60229574
8.06593414	-75.73152254
8.07326015	-81.08237878
8.08058615	-81.55079097
8.08791216	-91.34181952
8.09523817	-83.73738540
8.10256418	-82.91065200
8.10989018	-80.97719532
8.11721619	-84.69316772
8.12454220	-82.31805774
8.13186821	-76.66215489
8.13919421	-76.48693767
8.14652022	-74.30444918
8.15384623	-73.18940072
8.16117224	-77.68603236
8.16849824	-82.61706415
8.17582425	-106.16004149
8.18315026	-92.66590421
8.19047627	-86.35947152
8.19780227	-76.40179260
8.20512828	-74.37539352
8.21245429	-72.57833820
8.21978030	-75.24127137
8.22710630	-76.77930033
8.23443231	-79.48510381
8.24175832	-78.79829050
8.24908432	-86.61824897
8.25641033	-78.53486766
8.26373634	-79.40414584
8.27106235	-86.86088014
8.27838835	-80.00737827
8.28571436	-74.31768005
8.29304037	-77.00697902
8.30036638	-80.52771324
8.30769238	-80.33209396
8.31501839	-79.28341540
8.32234440	-76.96036067
8.32967041	-78.81728790
8.33699641	-80.36602802
8.34432242	-85.79187643
8.35164843	-79.45408449
8.35897444	-78.19357201
8.36630044	-74.37721942
8.37362645	-76.90817273
8.38095246	-72.47903872
8.38827847	-77.51564603
8.39560447	-77.88640579
8.40293048	-89.66359755
8.41025649	-84.40404042
8.41758249	-82.50835797
8.42490850	-81.95443461
8.43223451	-87.57597297
8.43956052	-77.91267158
8.44688652	-76.57215423
8.45421253	-90.34220738
8.46153854	-79.14184691
8.46886455	-79.87852615
8.47619055	-92.53870691
8.48351656	-79.54525447
8.49084257	-86.30204165
8.49816858	-82.62329892
8.50549458	-77.93134590
8.51282059	-75.77498996
8.52014660	-71.40011117
8.52747261	-74.35274941
8.53479861	-75.95549911
8.54212462	-83.08690912
8.54945063	-82.35126669
8.55677664	-75.08232985
8.56410264	-82.07071069
8.57142865	-78.01802287
8.57875466	-81.76631184
8.58608066	-79.17829673
8.59340667	-76.12680343
8.60073268	-80.05294742
8.60805869	-78.99054751
8.61538469	-77.34363815
8.62271070	-78.77815575
8.63003671	-81.55380738
8.63736272	-75.50055395
8.64468872	-75.53002476
8.65201473	-81.21604573
8.65934074	-75.31311187
8.66666675	-91.25746725
8.67399275	-82.38362781
8.68131876	-105.10238172
8.68864477	-85.98575994
8.69597078	-81.21591061
8.70329678	-80.45936777
8.71062279	-75.60502464
8.71794880	-75.80634043
8.72527481	-86.48938498
8.73260081	-74.45310190
8.73992682	-80.46333531
8.74725283	-81.93284925
8.75457883	-81.95294374
8.76190484	-82.45995042
8.76923085	-86.02743701
8.77655686	-92.40815796
8.78388286	-82.51452910
8.79120887	-88.95775140
8.79853488	-81.67369357
8.80586089	-91.55105834
8.81318689	-82.46567305
8.82051290	-87.63350229
8.82783891	-76.74645801
8.83516492	-75.76128943
8.84249092	-85.54756744
8.84981693	-86.15324994
8.85714294	-80.32366799
8.86446895	-76.99708444
8.87179495	-101.41106224
8.87912096	-80.01917288
8.88644697	-80.01363788
8.89377298	-80.57583981
8.90109898	-89.68883813
8.90842499	-80.29082487
8.91575100	-76.28898212
8.92307700	-82.43751904
8.93040301	-79.90343653
8.93772902	-78.11405926
8.94505503	-82.01144664
8.95238103	-90.75490566
8.95970704	-82.83037494
8.96703305	-87.98377792
8.97435906	-79.80199918
8.98168506	-86.02495029
8.98901107	-72.97602400
8.99633708	-80.21142759
9.00366309	-75.25556008
9.01098909	-79.02160367
9.01831510	-86.78396113
9.02564111	-76.37301786
9.03296712	-77.92748561
9.04029312	-84.41719186
9.04761913	-76.17237638
9.05494514	-81.18740412
9.06227115	-78.10795015
9.06959715	-90.68590605
9.07692316	-90.99921259
9.08424917	-78.51645189
9.09157517	-81.54620862
9.09890118	-84.52556517
9.10622719	-74.54265239
9.11355320	-80.89461662
9.12087920	-76.57879075
9.12820521	-87.92459100
9.13553122	-77.47068767
9.14285723	-84.72774781
9.15018323	-78.46136876
9.15750924	-81.58245300
9.16483525	-84.50418317
9.17216126	-72.08525282
9.17948726	-77.27039275
9.18681327	-84.93286755
9.19413928	-86.11725471
9.20146529	-83.72293584
9.20879129	-74.29606291
9.21611730	-77.92028867
9.22344331	-85.20003806
9.23076932	-82.00352876
9.23809532	-77.15543285
9.24542133	-79.19298549
9.25274734	-81.51758240
9.26007334	-83.79001794
9.26739935	-82.20600754
9.27472536	-92.62346931
9.28205137	-90.22181787
9.28937737	-82.31245972
9.29670338	-83.91654550
9.30402939	-76.85178036
9.31135540	-81.40743806
9.31868140	-71.75867398
9.32600741	-81.09851779
9.33333342	-74.33936411
9.34065943	-73.72501277
9.34798543	-77.96999871
9.35531144	-75.95924582
9.36263745	-79.53602052
9.36996346	-80.83275442
9.37728946	-74.30688291
9.38461547	-79.37644183
9.39194148	-85.38271774
9.39926749	-80.84293719
9.40659349	-88.54174853
9.41391950	-88.16992335
9.42124551	-83.22968668
9.42857152	-79.56691342
9.43589752	-90.94270323
9.44322353	-83.95388160
9.45054954	-79.72427167
9.45787554	-81.87828555
9.46520155	-88.21490428
9.47252756	-85.50453616
9.47985357	-86.47085027
9.48717957	-88.01010702
9.49450558	-83.31493949
9.50183159	-78.90947076
9.50915760	-79.08980689
9.51648360	-90.92214664
9.52380961	-82.25160732
9.53113562	-79.41247304
9.53846163	-86.38638149
9.54578763	-82.63862107
9.55311364	-87.56105218
9.56043965	-83.14380982
9.56776566	-89.26609271
9.57509166	-77.76537915
9.58241767	-79.32191020
9.58974368	-83.76736632
9.59706969	-79.72190735
9.60439569	-79.24178795
9.61172170	-77.33647033
9.61904771	-84.65121752
9.62637371	-83.43569041
9.63369972	-85.01982622
9.64102573	-90.35658507
9.64835174	-83.95577394
9.65567774	-88.29682286
9.66300375	-86.94495788
9.67032976	-82.48683725
9.67765577	-81.38605133
9.68498177	-83.33523755
9.69230778	-75.27604204
9.69963379	-87.12345759
9.70695980	-75.83961673
9.71428580	-79.64150120
9.72161181	-75.65012761
9.72893782	-91.19299740
9.73626383	-84.37702357
9.74358983	-89.61453203
9.75091584	-87.47723379
9.75824185	-82.31221614
9.76556786	-77.19654467
9.77289386	-80.96358989
9.78021987	-75.72864077
9.78754588	-79.24373910
9.79487188	-85.65521331
9.80219789	-78.91451009
9.80952390	-84.17504930
9.81684991	-84.03279367
9.82417591	-79.02207404
9.83150192	-80.53050725
9.83882793	-75.03910269
9.84615394	-79.71204037
9.85347994	-73.42200486
9.86080595	-73.71280632
9.86813196	-82.60261943
9.87545797	-94.91239451
9.88278397	-75.78866210
9.89010998	-81.77625568
9.89743599	-79.30051804
9.90476200	-82.28746834
9.91208800	-72.37866075
9.91941401	-72.15622055
9.92674002	-77.08349385
9.93406603	-81.16853258
9.94139203	-86.65909547
9.94871804	-89.17302773
9.95604405	-82.31562316
9.96337005	-77.51760647
9.97069606	-80.93106933
9.97802207	-79.71818538
9.98534808	-76.84293266
9.99267408	-85.41853581
10.00000009	-79.93700773
10.00732610	-81.38151918
10.01465211	-84.60573654
10.02197811	-78.13943416
10.02930412	-76.94953900
10.03663013	-76.81875022
10.04395614	-75.00978695
10.05128214	-81.49051690
10.05860815	-82.59373748
10.06593416	-91.84910987
10.07326017	-77.74419306
10.08058617	-73.42376638
10.08791218	-74.35963681
10.09523819	-82.40958357
10.10256420	-79.30251050
10.10989020	-76.49541891
10.11721621	-84.74794775
10.12454222	-80.97653232
10.13186822	-76.22168409
10.13919423	-83.60391378
10.14652024	-82.35245455
10.15384625	-82.13871975
10.16117225	-75.85213515
10.16849826	-85.85064004
10.17582427	-91.13138275
10.18315028	-79.14180386
10.19047628	-81.82959703
10.19780229	-81.92132835
10.20512830	-93.54171828
10.21245431	-84.47408800
10.21978031	-89.75620148
10.22710632	-82.69272226
10.23443233	-75.67096250
10.24175834	-74.15793176
10.24908434	-90.83452407
10.25641035	-86.72685534
10.26373636	-96.30409727
10.27106237	-76.89127096
10.27838837	-73.37510087
10.28571438	-78.78545341
10.29304039	-83.25418191
10.30036639	-80.57741510
10.30769240	-88.24445081
10.31501841	-76.21320687
10.32234442	-81.11571697
10.32967042	-75.25939402
10.33699643	-83.48155721
10.34432244	-77.78891375
10.35164845	-80.58406700
10.35897445	-84.52499493
10.36630046	-85.68611956
10.37362647	-82.23069131
10.38095248	-74.45367922
10.38827848	-75.39065466
10.39560449	-89.96153006
10.40293050	-80.89087879
10.41025651	-80.09767485
10.41758251	-81.49876973
10.42490852	-90.62885665
10.43223453	-99.10974512
10.43956054	-82.18901342
10.44688654	-78.61647369
10.45421255	-82.91133521
10.46153856	-81.67504224
10.46886456	-80.12415631
10.47619057	-81.87613975
10.48351658	-78.44635530
10.49084259	-76.96998359
10.49816859	-79.90749616
10.50549460	-83.05357758
10.51282061	-76.68159851
10.52014662	-80.10696347
10.52747262	-72.77626669
10.53479863	-83.89278299
10.54212464	-77.37237439
10.54945065	-77.31763759
10.55677665	-79.90530059
10.56410266	-81.84545937
10.57142867	-81.48771673
10.57875468	-80.96803531
10.58608068	-78.04974954
10.59340669	-82.76344554
10.60073270	-79.13750359
10.60805871	-83.95432512
10.61538471	-83.14440808
10.62271072	-76.66739760
10.63003673	-80.10528743
10.63736273	-79.12140832
10.64468874	-75.77454904
10.65201475	-79.95277235
10.65934076	-76.21005661
10.66666676	-73.91828789
10.67399277	-73.17468714
10.68131878	-94.84958955
10.68864479	-89.02010873
10.69597079	-84.25202071
10.70329680	-83.91621104
10.71062281	-76.58406473
10.71794882	-80.95952442
10.72527482	-87.94573530
10.73260083	-80.94259286
10.73992684	-78.55166220
10.74725285	-83.77257690
10.75457885	-105.06974781
10.76190486	-82.81048145
10.76923087	-77.33535225
10.77655688	-85.22402429
10.78388288	-81.08201107
10.79120889	-74.94578573
10.79853490	-82.89718395
10.80586090	-81.01313964
10.81318691	-78.81280666
10.82051292	-83.62620264
10.82783893	-86.78284441
10.83516493	-84.03009215
10.84249094	-79.50685287
10.84981695	-78.10105107
10.85714296	-84.70755961
10.86446896	-83.28650969
10.87179497	-83.37744557
10.87912098	-81.42926473
10.88644699	-82.15599001
10.89377299	-76.16876411
10.90109900	-83.79554282
10.90842501	-79.88198402
10.91575102	-80.62485818
10.92307702	-78.09969042
10.93040303	-83.60639051
10.93772904	-82.83455609
10.94505505	-77.69350517
10.95238105	-78.46792225
10.95970706	-84.78428531
10.96703307	-78.96626260
10.97435907	-90.78630935
10.98168508	-85.38631391
10.98901109	-75.39506512
10.99633710	-73.30976698
11.00366310	-84.77309610
11.01098911	-89.12081912
11.01831512	-87.10804982
11.02564113	-84.88339460
11.03296713	-86.81256545
11.04029314	-79.46932359
11.04761915	-81.95678443
11.05494516	-75.99752758
11.06227116	-80.50268133
11.06959717	-85.15772556
11.07692318	-86.50364190
11.08424919	-86.95648332
11.09157519	-79.14123957
11.09890120	-91.47385710
11.10622721	-76.92768825
11.11355322	-83.24288072
11.12087922	-79.26507150
11.12820523	-75.74072291
11.13553124	-80.73596074
11.14285725	-78.29332346
11.15018325	-92.98015610
11.15750926	-79.80000354
11.16483527	-83.14214643
11.17216127	-77.02666566
11.17948728	-74.77492216
11.18681329	-79.30046398
11.19413930	-79.41787184
11.20146530	-87.12031220
11.20879131	-88.64121421
11.21611732	-80.13362526
11.22344333	-83.77175312
11.23076933	-84.98955945
11.23809534	-82.35965735
11.24542135	-78.26189137
11.25274736	-75.39788290
11.26007336	-72.66749593
11.26739937	-78.09046240
11.27472538	-85.40441891
11.28205139	-78.08156546
11.28937739	-80.65280103
11.29670340	-80.04857256
11.30402941	-82.00879210
11.31135542	-78.03593939
11.31868142	-81.67968241
11.32600743	-90.96547491
11.33333344	-79.82992264
11.34065944	-76.32036039
11.34798545	-85.61015804
11.35531146	-86.22451446
11.36263747	-79.83352363
11.36996347	-82.26167848
11.37728948	-74.65911323
11.38461549	-80.90684740
11.39194150	-82.88836931
11.39926750	-79.01804947
11.40659351	-76.94973224
11.41391952	-79.41324158
11.42124553	-88.23173188
11.42857153	-83.13025905
11.43589754	-79.60409672
11.44322355	-89.31231609
11.45054956	-100.31330289
11.45787556	-75.30181123
11.46520157	-73.71868594
11.47252758	-76.89151493
11.47985359	-80.97117527
11.48717959	-80.67977158
11.49450560	-74.48692289
11.50183161	-74.33159190
11.50915761	-83.77213769
11.51648362	-83.22630022
11.52380963	-81.48619701
11.53113564	-85.92736803
11.53846164	-85.22920258
11.54578765	-82.36194549
11.55311366	-83.86669707
11.56043967	-109.33800959
11.56776567	-90.82948180
11.57509168	-83.43977129
11.58241769	-79.44097950
11.58974370	-82.59852429
11.59706970	-82.44946719
11.60439571	-81.89597452
11.61172172	-77.69112055
11.61904773	-72.96754153
11.62637373	-83.66445017
11.63369974	-86.30188397
11.64102575	-75.34140124
11.64835176	-81.41611396
11.65567776	-91.09921248
11.66300377	-78.74565568
11.67032978	-83.07342787
11.67765578	-83.91938952
11.68498179	-84.79733819
11.69230780	-77.40198320
11.69963381	-80.49588198
11.70695981	-80.64838797
11.71428582	-81.47941625
11.72161183	-87.22250191
11.72893784	-86.47600403
11.73626384	-82.25431820
11.74358985	-80.41373885
11.75091586	-82.28072132
11.75824187	-79.98461531
11.76556787	-82.07143855
11.77289388	-99.69597550
11.78021989	-87.36409392
11.78754590	-76.99916208
11.79487190	-78.34741124
11.80219791	-81.04451432
11.80952392	-92.35245477
11.81684993	-78.39233150
11.82417593	-80.31491273
11.83150194	-80.41413167
11.83882795	-80.65546631
11.84615395	-75.53023281
11.85347996	-74.33056191
11.86080597	-77.70185098
11.86813198	-81.57501032
11.87545798	-78.27259875
11.88278399	-77.81858450
11.89011000	-79.50131191
11.89743601	-83.32100267
11.90476201	-81.02360449
11.91208802	-77.72177091
11.91941403	-91.12336700
11.92674004	-79.96635330
11.93406604	-77.41075840
11.94139205	-81.86620351
11.94871806	-83.22828861
11.95604407	-83.39178252
11.96337007	-90.82608545
11.97069608	-73.50764149
11.97802209	-80.19529860
11.98534810	-73.32153648
11.99267410	-80.75786171
12.00000011	-91.83551512
12.00732612	-76.22373376
12.01465212	-74.50883993
12.02197813	-82.31368580
12.02930414	-76.22574338
12.03663015	-75.44568154
12.04395615	-80.79174118
12.05128216	-82.16873323
12.05860817	-76.65137809
12.06593418	-78.39209238
12.07326018	-76.73456235
12.08058619	-81.94266926
12.08791220	-75.63727017
12.09523821	-86.37917301
12.10256421	-75.80963964
12.10989022	-74.21010662
12.11721623	-85.50094122
12.12454224	-76.35892098
12.13186824	-80.44716800
12.13919425	-83.21287893
12.14652026	-79.76069818
12.15384627	-80.23279400
12.16117227	-75.50513490
12.16849828	-90.99223720
12.17582429	-75.84672729
12.18315029	-83.37589418
12.19047630	-77.83098645
12.19780231	-84.19332148
12.20512832	-101.54622456
12.21245432	-77.89043322
12.21978033	-73.09486164
12.22710634	-72.15372183
12.23443235	-72.95793146
12.24175835	-81.80036282
12.24908436	-90.54069979
12.25641037	-89.97374932
12.26373638	-79.91243142
12.27106238	-79.61697427
12.27838839	-74.68019109
12.28571440	-72.37501289
12.29304041	-72.85384373
12.30036641	-81.95851941
12.30769242	-94.41750020
12.31501843	-89.90116539
12.32234444	-81.42527803
12.32967044	-80.95965446
12.33699645	-80.38345467
12.34432246	-80.13804867
12.35164846	-80.66913509
12.35897447	-94.98740986
12.36630048	-84.34390132
12.37362649	-86.83766878
12.38095249	-79.80496231
12.38827850	-79.77733455
12.39560451	-90.57051415
12.40293052	-78.06126358
12.41025652	-74.88692516
12.41758253	-74.85059080
12.42490854	-78.65929717
12.43223455	-89.13253345
12.43956055	-73.74323901
12.44688656	-83.13661308
12.45421257	-75.96301541
12.46153858	-86.62384030
12.46886458	-86.77256814
12.47619059	-87.53966863
12.48351660	-103.92138242
12.49084261	-84.75970521
12.49816861	-87.27011474
12.50549462	-78.31582640
12.51282063	-86.27019438
12.52014663	-76.12591676
12.52747264	-88.18438708
12.53479865	-75.97144226
12.54212466	-82.38985029
12.54945066	-77.05578366
12.55677667	-83.11961087
12.56410268	-78.73140050
12.57142869	-80.91789136
12.57875469	-83.19739620
12.58608070	-79.64409427
12.59340671	-73.92339194
12.60073272	-74.27446153
12.60805872	-76.19637814
12.61538473	-83.08897077
12.62271074	-80.62493830
12.63003675	-80.40070073
12.63736275	-93.74723867
12.64468876	-76.50401713
12.65201477	-73.18358074
12.65934078	-74.90805241
12.66666678	-77.07349988
12.67399279	-74.79905756
12.68131880	-85.92992642
12.68864480	-82.87536693
12.69597081	-75.47770732
12.70329682	-86.38608885
12.71062283	-78.33411778
12.71794883	-84.57177075
12.72527484	-81.49044167
12.73260085	-79.12681187
12.73992686	-79.12250211
12.74725286	-86.65055040
12.75457887	-80.40766847
12.76190488	-85.69428960
12.76923089	-84.96811540
12.77655689	-79.99881299
12.78388290	-80.69156775
12.79120891	-78.34427048
12.79853492	-78.97918300
12.80586092	-81.24226553
12.81318693	-80.22955750
12.82051294	-95.09880836
12.82783895	-75.78727491
12.83516495	-84.01285016
12.84249096	-75.60957798
12.84981697	-76.08634004
12.85714298	-78.13940848
12.86446898	-91.46894747
12.87179499	-83.21230515
12.87912100	-76.53763968
12.88644700	-86.97327193
12.89377301	-80.10632448
12.90109902	-87.76187398
12.90842503	-83.67237141
12.91575103	-93.26658479
12.92307704	-79.38272474
12.93040305	-74.81742726
12.93772906	-74.22307591
12.94505506	-76.57314044
12.95238107	-78.43119451
12.95970708	-77.47170134
12.96703309	-82.03423936
12.97435909	-88.73532693
12.98168510	-86.18457309
12.98901111	-76.21326120
12.99633712	-76.00394998
13.00366312	-85.08852442
13.01098913	-75.19995503
13.01831514	-72.63651539
13.02564115	-78.49761161
13.03296715	-95.95038859
13.04029316	-76.21161621
13.04761917	-80.43545746
13.05494517	-75.71107980
13.06227118	-80.36715790
13.06959719	-81.73643910
13.07692320	-73.77314834
13.08424920	-83.86118181
13.09157521	-77.69569097
13.09890122	-78.42315993
13.10622723	-87.29569502
13.11355323	-79.53755348
13.12087924	-83.96881592
13.12820525	-74.14847701
13.13553126	-81.20109389
13.14285726	-87.09863184
13.15018327	-79.87307522
13.15750928	-83.01350292
13.16483529	-89.15931739
13.17216129	-92.48835839
13.17948730	-84.51952516
13.18681331	-80.46644841
13.19413932	-87.34612160
13.20146532	-94.59613773
13.20879133	-79.75372297
13.21611734	-85.12211504
13.22344334	-83.20759917
13.23076935	-85.81965618
13.23809536	-81.61513908
13.24542137	-74.96134550
13.25274737	-72.41030085
13.26007338	-83.08316736
13.26739939	-86.54639299
13.27472540	-84.73762782
13.28205140	-83.25975036
13.28937741	-86.09153129
13.29670342	-79.17569862
13.30402943	-82.48830189
13.31135543	-75.66800761
13.31868144	-73.92780233
13.32600745	-85.62976749
13.33333346	-80.79934467
13.34065946	-83.93966267
13.34798547	-81.85832887
13.35531148	-80.39557954
13.36263749	-102.09982763
13.36996349	-85.80569491
13.37728950	-81.05821022
13.38461551	-77.92321510
13.39194151	-78.62242162
13.39926752	-78.93362314
13.40659353	-92.23517474
13.41391954	-80.62126076
13.42124554	-78.20640273
13.42857155	-84.69135861
13.43589756	-87.81762446
13.44322357	-82.11511077
13.45054957	-88.60205449
13.45787558	-80.43706219
13.46520159	-82.95545887
13.47252760	-79.03703306
13.47985360	-83.47743064
13.48717961	-82.32273518
13.49450562	-85.19045070
13.50183163	-82.72883211
13.50915763	-77.86848988
13.51648364	-71.45638959
13.52380965	-80.56854630
13.53113566	-75.40636260
13.53846166	-84.94147351
13.54578767	-81.52561057
13.55311368	-87.32877552
13.56043968	-90.19448938
13.56776569	-79.72381455
13.57509170	-84.60612240
13.58241771	-82.80719664
13.58974371	-77.51515139
13.59706972	-85.41865955
13.60439573	-73.98772675
13.61172174	-75.05191742
13.61904774	-83.61135127
13.62637375	-98.49224766
13.63369976	-84.78978530
13.64102577	-80.68352031
13.64835177	-80.53796089
13.65567778	-74.21852404
13.66300379	-85.71194437
13.67032980	-79.54596601
13.67765580	-73.43023243
13.68498181	-80.88451786
13.69230782	-78.69225070
13.69963383	-73.90325344
13.70695983	-76.71187443
13.71428584	-81.62744908
13.72161185	-91.37780860
13.72893785	-82.44396058
13.73626386	-89.25060311
13.74358987	-89.63460025
13.75091588	-83.00335896
13.75824188	-74.88077640
13.76556789	-76.89174153
13.77289390	-90.94699917
13.78021991	-86.44532579
13.78754591	-84.55243725
13.79487192	-78.81515203
13.80219793	-79.45124265
13.80952394	-79.95026221
13.81684994	-88.53559142
13.82417595	-86.43091101
13.83150196	-84.35504696
13.83882797	-82.00140062
13.84615397	-82.97083973
13.85347998	-81.09950643
13.86080599	-78.25233270
13.86813200	-79.44147982
13.87545800	-84.30446420
13.88278401	-78.67354448
13.89011002	-81.05553610
13.89743602	-85.65761723
13.90476203	-84.88987816
13.91208804	-78.41437402
13.91941405	-78.67777041
13.92674005	-76.50386054
13.93406606	-77.04152832
13.94139207	-71.83789432
13.94871808	-80.66676789
13.95604408	-92.83689943
13.96337009	-94.05095373
13.97069610	-80.97831480
13.97802211	-79.97568863
13.98534811	-80.65467680
13.99267412	-84.97048850
14.00000013	-86.15232467
14.00732614	-78.50760455
14.01465214	-85.26684253
14.02197815	-86.12346791
14.02930416	-79.78994635
14.03663017	-84.67846387
14.04395617	-78.98579267
14.05128218	-74.05752989
14.05860819	-77.09657585
14.06593419	-82.58440716
14.07326020	-75.60621647
14.08058621	-82.19621577
14.08791222	-89.79697166
14.09523822	-81.34298226
14.10256423	-85.08097003
14.10989024	-77.20953012
14.11721625	-80.51484208
14.12454225	-85.55242028
14.13186826	-79.56496803
14.13919427	-78.25726802
14.14652028	-90.09476522
14.15384628	-103.25129832
14.16117229	-83.57049826
14.16849830	-78.78382874
14.17582431	-87.68057325
14.18315031	-79.66949483
14.19047632	-77.12519225
14.19780233	-76.29967024
14.20512834	-86.59996227
14.21245434	-77.43038620
14.21978035	-80.74929780
14.22710636	-82.16981465
14.23443236	-79.22014839
14.24175837	-90.32742486
14.24908438	-82.19806808
14.25641039	-80.51049389
14.26373639	-75.94028784
14.27106240	-80.69956142
14.27838841	-80.60731819
14.28571442	-84.12565213
14.29304042	-77.67728286
14.30036643	-82.46777387
14.30769244	-78.73297745
14.31501845	-80.12310272
14.32234445	-83.30874370
14.32967046	-79.38854451
14.33699647	-88.40297741
14.34432248	-76.22020737
14.35164848	-80.35487650
14.35897449	-80.96547889
14.36630050	-85.23362341
14.37362651	-82.42102575
14.38095251	-83.97091720
14.38827852	-79.43017362
14.39560453	-85.84301992
14.40293053	-82.13219730
14.41025654	-85.09306671
14.41758255	-85.24747911
14.42490856	-81.17694312
14.43223456	-74.43938545
14.43956057	-74.26582287
14.44688658	-80.48674035
14.45421259	-86.02232832
14.46153859	-86.52195462
14.46886460	-78.44908867
14.47619061	-73.48362764
14.48351662	-84.38772652
14.49084262	-81.13814317
14.49816863	-81.00051786
14.50549464	-78.14919689
14.51282065	-85.76301874
14.52014665	-75.82128968
14.52747266	-80.98282833
14.53479867	-81.68511638
14.54212468	-84.52073071
14.54945068	-79.46833577
14.55677669	-79.50565797
14.56410270	-86.50520294
14.57142871	-77.84358929
14.57875471	-79.42823542
14.58608072	-81.10085049
14.59340673	-80.51501456
14.60073273	-80.56018871
14.60805874	-78.60130253
14.61538475	-77.29280216
14.62271076	-94.31091555
14.63003676	-81.15147639
14.63736277	-84.30607652
14.64468878	-80.65791791
14.65201479	-84.15984980
14.65934079	-76.36943189
14.66666680	-73.63823046
14.67399281	-78.79236464
14.68131882	-86.95085352
14.68864482	-85.30232512
14.69597083	-98.24673968
14.70329684	-82.63278888
14.71062285	-76.61758777
14.71794885	-82.80532954
14.72527486	-77.94949833
14.73260087	-77.95235127
14.73992688	-79.57872349
14.74725288	-83.77355893
14.75457889	-79.74802684
14.76190490	-90.39211256
14.76923090	-76.09743380
14.77655691	-75.81699209
14.78388292	-75.99896199
14.79120893	-79.71932955
14.79853493	-82.70340096
14.80586094	-76.79522766
14.81318695	-76.56556329
14.82051296	-83.08731122
14.82783896	-77.78171494
14.83516497	-89.75156541
14.84249098	-79.28630195
14.84981699	-84.32775477
14.85714299	-74.62233110
14.86446900	-79.00311084
14.87179501	-74.65548964
14.87912102	-81.75008708
14.88644702	-78.19245784
14.89377303	-77.92877604
14.90109904	-88.15250897
14.90842505	-89.00070043
14.91575105	-77.51237939
14.92307706	-73.83140097
14.93040307	-78.13835539
14.93772907	-84.04811893
14.94505508	-77.41657494
14.95238109	-83.40570300
14.95970710	-77.91953011
14.96703310	-90.85801970
14.97435911	-78.15153469
14.98168512	-84.06605705
14.98901113	-84.23203614
14.99633713	-82.53235492
