# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -229.30000000 ps, Average over 300 waveforms. Timestamp: 2023-05-26T11:53:18
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-196.43333362	0.01517998
-196.40000029	0.02450240
-196.36666696	0.03153992
-196.33333362	0.03593997
-196.30000029	0.03762019
-196.26666696	0.03626366
-196.23333362	0.03233311
-196.20000029	0.02652388
-196.16666696	0.01928210
-196.13333362	0.01132093
-196.10000029	0.00342547
-196.06666696	-0.00344168
-196.03333363	-0.00900014
-196.00000029	-0.01242987
-195.96666696	-0.01393501
-195.93333363	-0.01325293
-195.90000029	-0.01050344
-195.86666696	-0.00584415
-195.83333363	0.00033529
-195.80000029	0.00770346
-195.76666696	0.01583704
-195.73333363	0.02354822
-195.70000030	0.03085746
-195.66666696	0.03691188
-195.63333363	0.04126525
-195.60000030	0.04342731
-195.56666696	0.04351513
-195.53333363	0.04125288
-195.50000030	0.03720331
-195.46666696	0.03177439
-195.43333363	0.02513187
-195.40000030	0.01820423
-195.36666697	0.01117805
-195.33333363	0.00414864
-195.30000030	-0.00220028
-195.26666697	-0.00800292
-195.23333363	-0.01314148
-195.20000030	-0.01737052
-195.16666697	-0.02082947
-195.13333363	-0.02365030
-195.10000030	-0.02600589
-195.06666697	-0.02782954
-195.03333363	-0.02924849
-195.00000030	-0.03013900
-194.96666697	-0.03058433
-194.93333364	-0.03020853
-194.90000030	-0.02891999
-194.86666697	-0.02653277
-194.83333364	-0.02316499
-194.80000030	-0.01867134
-194.76666697	-0.01366996
-194.73333364	-0.00839880
-194.70000030	-0.00302387
-194.66666697	0.00189778
-194.63333364	0.00565237
-194.60000031	0.00822549
-194.56666697	0.00904819
-194.53333364	0.00863192
-194.50000031	0.00643688
-194.46666697	0.00312765
-194.43333364	-0.00123288
-194.40000031	-0.00596433
-194.36666697	-0.01092076
-194.33333364	-0.01531439
-194.30000031	-0.01864858
-194.26666698	-0.02038758
-194.23333364	-0.02013615
-194.20000031	-0.01738108
-194.16666698	-0.01233335
-194.13333364	-0.00516516
-194.10000031	0.00364231
-194.06666698	0.01374190
-194.03333364	0.02405439
-194.00000031	0.03402667
-193.96666698	0.04268760
-193.93333364	0.04974506
-193.90000031	0.05454631
-193.86666698	0.05692886
-193.83333365	0.05707383
-193.80000031	0.05490645
-193.76666698	0.05144539
-193.73333365	0.04624427
-193.70000031	0.04030365
-193.66666698	0.03349791
-193.63333365	0.02638385
-193.60000031	0.01885083
-193.56666698	0.01074205
-193.53333365	0.00237952
-193.50000032	-0.00686032
-193.46666698	-0.01631512
-193.43333365	-0.02644386
-193.40000032	-0.03676001
-193.36666698	-0.04690766
-193.33333365	-0.05650375
-193.30000032	-0.06485701
-193.26666698	-0.07171123
-193.23333365	-0.07639633
-193.20000032	-0.07835915
-193.16666699	-0.07788781
-193.13333365	-0.07467991
-193.10000032	-0.06896253
-193.06666699	-0.06079143
-193.03333365	-0.05095784
-193.00000032	-0.03980892
-192.96666699	-0.02792172
-192.93333365	-0.01649485
-192.90000032	-0.00614584
-192.86666699	0.00248263
-192.83333365	0.00898499
-192.80000032	0.01250014
-192.76666699	0.01343467
-192.73333366	0.01188375
-192.70000032	0.00808979
-192.66666699	0.00266938
-192.63333366	-0.00365102
-192.60000032	-0.01008337
-192.56666699	-0.01583380
-192.53333366	-0.02008733
-192.50000032	-0.02193549
-192.46666699	-0.02122900
-192.43333366	-0.01714894
-192.40000033	-0.00997603
-192.36666699	-0.00036990
-192.33333366	0.01160935
-192.30000033	0.02416127
-192.26666699	0.03710932
-192.23333366	0.04875392
-192.20000033	0.05859433
-192.16666699	0.06564645
-192.13333366	0.06959768
-192.10000033	0.07080502
-192.06666700	0.06865597
-192.03333366	0.06371203
-192.00000033	0.05622113
-191.96666700	0.04661096
-191.93333366	0.03510172
-191.90000033	0.02266909
-191.86666700	0.00930419
-191.83333366	-0.00418898
-191.80000033	-0.01743842
-191.76666700	-0.03012468
-191.73333366	-0.04195667
-191.70000033	-0.05227281
-191.66666700	-0.06100780
-191.63333367	-0.06758885
-191.60000033	-0.07211719
-191.56666700	-0.07406639
-191.53333367	-0.07367010
-191.50000033	-0.07110220
-191.46666700	-0.06681511
-191.43333367	-0.06101708
-191.40000033	-0.05395137
-191.36666700	-0.04600099
-191.33333367	-0.03776062
-191.30000034	-0.02951438
-191.26666700	-0.02162632
-191.23333367	-0.01453079
-191.20000034	-0.00814236
-191.16666700	-0.00281468
-191.13333367	0.00130641
-191.10000034	0.00430400
-191.06666700	0.00637734
-191.03333367	0.00739177
-191.00000034	0.00757194
-190.96666701	0.00684906
-190.93333367	0.00496696
-190.90000034	0.00230074
-190.86666701	-0.00113490
-190.83333367	-0.00512410
-190.80000034	-0.00901710
-190.76666701	-0.01254819
-190.73333367	-0.01541246
-190.70000034	-0.01663730
-190.66666701	-0.01642431
-190.63333367	-0.01455900
-190.60000034	-0.01088120
-190.56666701	-0.00569450
-190.53333368	0.00058176
-190.50000034	0.00773363
-190.46666701	0.01561127
-190.43333368	0.02331543
-190.40000034	0.03071471
-190.36666701	0.03714139
-190.33333368	0.04235270
-190.30000034	0.04594094
-190.26666701	0.04771361
-190.23333368	0.04746050
-190.20000035	0.04576825
-190.16666701	0.04232536
-190.13333368	0.03760325
-190.10000035	0.03223039
-190.06666701	0.02644736
-190.03333368	0.02021036
-190.00000035	0.01429409
-189.96666701	0.00837600
-189.93333368	0.00298303
-189.90000035	-0.00205344
-189.86666702	-0.00670567
-189.83333368	-0.01081947
-189.80000035	-0.01446213
-189.76666702	-0.01760154
-189.73333368	-0.02033455
-189.70000035	-0.02229412
-189.66666702	-0.02366320
-189.63333368	-0.02437129
-189.60000035	-0.02426471
-189.56666702	-0.02357721
-189.53333368	-0.02204186
-189.50000035	-0.01983359
-189.46666702	-0.01688142
-189.43333369	-0.01357026
-189.40000035	-0.01013745
-189.36666702	-0.00683203
-189.33333369	-0.00405762
-189.30000035	-0.00244425
-189.26666702	-0.00167131
-189.23333369	-0.00207118
-189.20000035	-0.00342940
-189.16666702	-0.00586766
-189.13333369	-0.00897189
-189.10000036	-0.01265844
-189.06666702	-0.01631178
-189.03333369	-0.01945867
-189.00000036	-0.02207503
-188.96666702	-0.02341272
-188.93333369	-0.02318315
-188.90000036	-0.02116260
-188.86666702	-0.01736039
-188.83333369	-0.01163658
-188.80000036	-0.00412198
-188.76666703	0.00405147
-188.73333369	0.01326562
-188.70000036	0.02212023
-188.66666703	0.03029984
-188.63333369	0.03681945
-188.60000036	0.04153404
-188.56666703	0.04411968
-188.53333369	0.04457311
-188.50000036	0.04325967
-188.46666703	0.04006311
-188.43333369	0.03540358
-188.40000036	0.02958263
-188.36666703	0.02327284
-188.33333370	0.01623924
-188.30000036	0.00933544
-188.26666703	0.00274656
-188.23333370	-0.00308547
-188.20000036	-0.00842841
-188.16666703	-0.01317435
-188.13333370	-0.01723279
-188.10000036	-0.02103843
-188.06666703	-0.02471531
-188.03333370	-0.02796679
-188.00000037	-0.03091700
-187.96666703	-0.03350682
-187.93333370	-0.03548349
-187.90000037	-0.03710186
-187.86666703	-0.03812980
-187.83333370	-0.03869844
-187.80000037	-0.03894752
-187.76666703	-0.03911614
-187.73333370	-0.03929751
-187.70000037	-0.03944913
-187.66666703	-0.03931854
-187.63333370	-0.03890632
-187.60000037	-0.03803724
-187.56666704	-0.03708456
-187.53333370	-0.03551165
-187.50000037	-0.03359264
-187.46666704	-0.03111451
-187.43333370	-0.02829131
-187.40000037	-0.02478668
-187.36666704	-0.02091859
-187.33333370	-0.01634800
-187.30000037	-0.01122290
-187.26666704	-0.00579648
-187.23333371	-0.00021300
-187.20000037	0.00558509
-187.16666704	0.01108291
-187.13333371	0.01598381
-187.10000037	0.02021261
-187.06666704	0.02409891
-187.03333371	0.02706035
-187.00000037	0.02902112
-186.96666704	0.03011014
-186.93333371	0.03010856
-186.90000038	0.02910267
-186.86666704	0.02726330
-186.83333371	0.02464584
-186.80000038	0.02142202
-186.76666704	0.01800759
-186.73333371	0.01413652
-186.70000038	0.00993692
-186.66666704	0.00576054
-186.63333371	0.00156687
-186.60000038	-0.00228837
-186.56666704	-0.00606585
-186.53333371	-0.00945527
-186.50000038	-0.01272567
-186.46666705	-0.01600937
-186.43333371	-0.01906542
-186.40000038	-0.02219588
-186.36666705	-0.02507800
-186.33333371	-0.02826784
-186.30000038	-0.03120776
-186.26666705	-0.03395812
-186.23333371	-0.03633932
-186.20000038	-0.03820694
-186.16666705	-0.03945724
-186.13333372	-0.04005137
-186.10000038	-0.03992090
-186.06666705	-0.03870423
-186.03333372	-0.03690207
-186.00000038	-0.03437431
-185.96666705	-0.03126897
-185.93333372	-0.02845811
-185.90000038	-0.02558425
-185.86666705	-0.02279262
-185.83333372	-0.02071192
-185.80000039	-0.01892642
-185.76666705	-0.01761701
-185.73333372	-0.01657022
-185.70000039	-0.01563327
-185.66666705	-0.01481836
-185.63333372	-0.01444985
-185.60000039	-0.01372619
-185.56666705	-0.01317670
-185.53333372	-0.01251602
-185.50000039	-0.01147788
-185.46666705	-0.01004686
-185.43333372	-0.00796237
-185.40000039	-0.00531485
-185.36666706	-0.00219346
-185.33333372	0.00138513
-185.30000039	0.00550661
-185.26666706	0.00927529
-185.23333372	0.01301035
-185.20000039	0.01653852
-185.16666706	0.01918991
-185.13333372	0.02089206
-185.10000039	0.02202026
-185.06666706	0.02199320
-185.03333373	0.02105463
-185.00000039	0.01931704
-184.96666706	0.01673776
-184.93333373	0.01372233
-184.90000039	0.01023401
-184.86666706	0.00677277
-184.83333373	0.00341345
-184.80000039	0.00047329
-184.76666706	-0.00172728
-184.73333373	-0.00311936
-184.70000040	-0.00377802
-184.66666706	-0.00347113
-184.63333373	-0.00288216
-184.60000040	-0.00188093
-184.56666706	-0.00074586
-184.53333373	0.00027434
-184.50000040	0.00074122
-184.46666706	0.00086172
-184.43333373	0.00023047
-184.40000040	-0.00094723
-184.36666706	-0.00272372
-184.33333373	-0.00506534
-184.30000040	-0.00762190
-184.26666707	-0.01074408
-184.23333373	-0.01390439
-184.20000040	-0.01743986
-184.16666707	-0.02079056
-184.13333373	-0.02390561
-184.10000040	-0.02652407
-184.06666707	-0.02872642
-184.03333373	-0.03002198
-184.00000040	-0.03060036
-183.96666707	-0.03056264
-183.93333374	-0.02976775
-183.90000040	-0.02821798
-183.86666707	-0.02598555
-183.83333374	-0.02331742
-183.80000040	-0.01987602
-183.76666707	-0.01592483
-183.73333374	-0.01079330
-183.70000040	-0.00517342
-183.66666707	0.00097631
-183.63333374	0.00773092
-183.60000041	0.01422909
-183.56666707	0.02093131
-183.53333374	0.02687775
-183.50000041	0.03200787
-183.46666707	0.03607791
-183.43333374	0.03881388
-183.40000041	0.04005154
-183.36666707	0.04000900
-183.33333374	0.03881904
-183.30000041	0.03672440
-183.26666707	0.03412449
-183.23333374	0.03122504
-183.20000041	0.02848908
-183.16666708	0.02666035
-183.13333374	0.02595662
-183.10000041	0.02594263
-183.06666708	0.02695540
-183.03333374	0.02847944
-183.00000041	0.03045218
-182.96666708	0.03198529
-182.93333374	0.03284103
-182.90000041	0.03271334
-182.86666708	0.03099896
-182.83333375	0.02805382
-182.80000041	0.02372476
-182.76666708	0.01800555
-182.73333375	0.01152615
-182.70000041	0.00454318
-182.66666708	-0.00270876
-182.63333375	-0.00955779
-182.60000041	-0.01599917
-182.56666708	-0.02199699
-182.53333375	-0.02690027
-182.50000042	-0.03115608
-182.46666708	-0.03445985
-182.43333375	-0.03701287
-182.40000042	-0.03839178
-182.36666708	-0.03903449
-182.33333375	-0.03863290
-182.30000042	-0.03731208
-182.26666708	-0.03514076
-182.23333375	-0.03214776
-182.20000042	-0.02838897
-182.16666708	-0.02419212
-182.13333375	-0.01937979
-182.10000042	-0.01419152
-182.06666709	-0.00879054
-182.03333375	-0.00325406
-182.00000042	0.00224748
-181.96666709	0.00797536
-181.93333375	0.01360531
-181.90000042	0.01929707
-181.86666709	0.02501251
-181.83333375	0.03058947
-181.80000042	0.03535721
-181.76666709	0.03946888
-181.73333376	0.04266702
-181.70000042	0.04481156
-181.66666709	0.04557051
-181.63333376	0.04529217
-181.60000042	0.04358332
-181.56666709	0.04128740
-181.53333376	0.03789275
-181.50000042	0.03378073
-181.46666709	0.02980085
-181.43333376	0.02554580
-181.40000043	0.02171736
-181.36666709	0.01863182
-181.33333376	0.01609308
-181.30000043	0.01441403
-181.26666709	0.01368162
-181.23333376	0.01377159
-181.20000043	0.01428132
-181.16666709	0.01530198
-181.13333376	0.01671902
-181.10000043	0.01787101
-181.06666709	0.01851504
-181.03333376	0.01885893
-181.00000043	0.01854970
-180.96666710	0.01760716
-180.93333376	0.01594585
-180.90000043	0.01371647
-180.86666710	0.01079368
-180.83333376	0.00765080
-180.80000043	0.00419855
-180.76666710	0.00048971
-180.73333376	-0.00328073
-180.70000043	-0.00747315
-180.66666710	-0.01161819
-180.63333377	-0.01555459
-180.60000043	-0.01939126
-180.56666710	-0.02264096
-180.53333377	-0.02489081
-180.50000043	-0.02633678
-180.46666710	-0.02659750
-180.43333377	-0.02519509
-180.40000043	-0.02284277
-180.36666710	-0.01902392
-180.33333377	-0.01390083
-180.30000044	-0.00801451
-180.26666710	-0.00155712
-180.23333377	0.00527743
-180.20000044	0.01183886
-180.16666710	0.01809849
-180.13333377	0.02310653
-180.10000044	0.02696046
-180.06666710	0.02928977
-180.03333377	0.03029056
-180.00000044	0.03010690
-179.96666710	0.02855431
-179.93333377	0.02609724
-179.90000044	0.02270269
-179.86666711	0.01888112
-179.83333377	0.01466591
-179.80000044	0.01019901
-179.76666711	0.00613512
-179.73333377	0.00238313
-179.70000044	-0.00061148
-179.66666711	-0.00257478
-179.63333377	-0.00363528
-179.60000044	-0.00323691
-179.56666711	-0.00188605
-179.53333378	0.00037119
-179.50000044	0.00328834
-179.46666711	0.00670178
-179.43333378	0.01050276
-179.40000044	0.01423730
-179.36666711	0.01744229
-179.33333378	0.02010975
-179.30000044	0.02183011
-179.26666711	0.02258599
-179.23333378	0.02224542
-179.20000045	0.02054900
-179.16666711	0.01792930
-179.13333378	0.01420485
-179.10000045	0.00975142
-179.06666711	0.00463923
-179.03333378	-0.00105243
-179.00000045	-0.00676348
-178.96666711	-0.01267974
-178.93333378	-0.01847595
-178.90000045	-0.02414422
-178.86666711	-0.02955732
-178.83333378	-0.03458989
-178.80000045	-0.03904320
-178.76666712	-0.04283132
-178.73333378	-0.04586584
-178.70000045	-0.04785417
-178.66666712	-0.04888325
-178.63333378	-0.04860452
-178.60000045	-0.04737310
-178.56666712	-0.04502176
-178.53333378	-0.04183214
-178.50000045	-0.03806812
-178.46666712	-0.03444542
-178.43333379	-0.03049893
-178.40000045	-0.02678116
-178.36666712	-0.02341719
-178.33333379	-0.02010922
-178.30000045	-0.01716275
-178.26666712	-0.01402524
-178.23333379	-0.01131249
-178.20000045	-0.00832427
-178.16666712	-0.00546483
-178.13333379	-0.00262059
-178.10000046	0.00010029
-178.06666712	0.00272593
-178.03333379	0.00470386
-178.00000046	0.00643025
-177.96666712	0.00772339
-177.93333379	0.00822606
-177.90000046	0.00847978
-177.86666712	0.00802721
-177.83333379	0.00762020
-177.80000046	0.00690143
-177.76666712	0.00611726
-177.73333379	0.00540796
-177.70000046	0.00465529
-177.66666713	0.00403367
-177.63333379	0.00332874
-177.60000046	0.00258524
-177.56666713	0.00149099
-177.53333379	0.00000039
-177.50000046	-0.00172034
-177.46666713	-0.00352825
-177.43333379	-0.00557321
-177.40000046	-0.00780395
-177.36666713	-0.01034391
-177.33333380	-0.01304161
-177.30000046	-0.01617104
-177.26666713	-0.01934255
-177.23333380	-0.02287277
-177.20000046	-0.02610892
-177.16666713	-0.02931535
-177.13333380	-0.03225327
-177.10000046	-0.03474226
-177.06666713	-0.03673029
-177.03333380	-0.03806195
-177.00000047	-0.03851772
-176.96666713	-0.03813884
-176.93333380	-0.03665498
-176.90000047	-0.03412686
-176.86666713	-0.03042040
-176.83333380	-0.02555565
-176.80000047	-0.02001839
-176.76666713	-0.01362243
-176.73333380	-0.00696317
-176.70000047	0.00010013
-176.66666713	0.00717146
-176.63333380	0.01367430
-176.60000047	0.01984806
-176.56666714	0.02520239
-176.53333380	0.02992087
-176.50000047	0.03367689
-176.46666714	0.03641443
-176.43333380	0.03872525
-176.40000047	0.04020994
-176.36666714	0.04113751
-176.33333380	0.04187406
-176.30000047	0.04216799
-176.26666714	0.04225701
-176.23333381	0.04194064
-176.20000047	0.04162900
-176.16666714	0.04104984
-176.13333381	0.04049958
-176.10000047	0.03973493
-176.06666714	0.03902111
-176.03333381	0.03839584
-176.00000047	0.03757570
-175.96666714	0.03706176
-175.93333381	0.03621501
-175.90000048	0.03548758
-175.86666714	0.03449891
-175.83333381	0.03335315
-175.80000048	0.03145633
-175.76666714	0.02909979
-175.73333381	0.02601764
-175.70000048	0.02209186
-175.66666714	0.01752828
-175.63333381	0.01245236
-175.60000048	0.00706403
-175.56666714	0.00144504
-175.53333381	-0.00393987
-175.50000048	-0.00852912
-175.46666715	-0.01252871
-175.43333381	-0.01558913
-175.40000048	-0.01751492
-175.36666715	-0.01843665
-175.33333381	-0.01828109
-175.30000048	-0.01749262
-175.26666715	-0.01641213
-175.23333381	-0.01543731
-175.20000048	-0.01467235
-175.16666715	-0.01422840
-175.13333382	-0.01430158
-175.10000048	-0.01496937
-175.06666715	-0.01622656
-175.03333382	-0.01747296
-175.00000048	-0.01903207
-174.96666715	-0.02016972
-174.93333382	-0.02073884
-174.90000048	-0.02080425
-174.86666715	-0.02043681
-174.83333382	-0.01943654
-174.80000049	-0.01784160
-174.76666715	-0.01624661
-174.73333382	-0.01433109
-174.70000049	-0.01235807
-174.66666715	-0.01033291
-174.63333382	-0.00836931
-174.60000049	-0.00654652
-174.56666715	-0.00489425
-174.53333382	-0.00334989
-174.50000049	-0.00205622
-174.46666715	-0.00108150
-174.43333382	-0.00004312
-174.40000049	0.00067086
-174.36666716	0.00116634
-174.33333382	0.00166973
-174.30000049	0.00224358
-174.26666716	0.00256265
-174.23333382	0.00258941
-174.20000049	0.00251748
-174.16666716	0.00241980
-174.13333382	0.00203752
-174.10000049	0.00142799
-174.06666716	0.00098819
-174.03333383	0.00044463
-174.00000049	-0.00006542
-173.96666716	-0.00064645
-173.93333383	-0.00134375
-173.90000049	-0.00216212
-173.86666716	-0.00332291
-173.83333383	-0.00495475
-173.80000049	-0.00712047
-173.76666716	-0.00972991
-173.73333383	-0.01297605
-173.70000050	-0.01669272
-173.66666716	-0.02051978
-173.63333383	-0.02447414
-173.60000050	-0.02860019
-173.56666716	-0.03298209
-173.53333383	-0.03735561
-173.50000050	-0.04165372
-173.46666716	-0.04590329
-173.43333383	-0.05004615
-173.40000050	-0.05358051
-173.36666716	-0.05659292
-173.33333383	-0.05927373
-173.30000050	-0.06145896
-173.26666717	-0.06223496
-173.23333383	-0.06230227
-173.20000050	-0.06136481
-173.16666717	-0.05914550
-173.13333383	-0.05620937
-173.10000050	-0.05210131
-173.06666717	-0.04721648
-173.03333383	-0.04194511
-173.00000050	-0.03603750
-172.96666717	-0.02987446
-172.93333384	-0.02381514
-172.90000050	-0.01776839
-172.86666717	-0.01212644
-172.83333384	-0.00695476
-172.80000050	-0.00222891
-172.76666717	0.00195089
-172.73333384	0.00554079
-172.70000050	0.00876298
-172.66666717	0.01144703
-172.63333384	0.01366477
-172.60000050	0.01558880
-172.56666717	0.01724494
-172.53333384	0.01880690
-172.50000051	0.02014329
-172.46666717	0.02145863
-172.43333384	0.02273541
-172.40000051	0.02414611
-172.36666717	0.02554501
-172.33333384	0.02681983
-172.30000051	0.02799632
-172.26666717	0.02910223
-172.23333384	0.02974428
-172.20000051	0.03006786
-172.16666718	0.02984260
-172.13333384	0.02899012
-172.10000051	0.02781914
-172.06666718	0.02603574
-172.03333384	0.02386800
-172.00000051	0.02160719
-171.96666718	0.01939049
-171.93333384	0.01722855
-171.90000051	0.01533354
-171.86666718	0.01378156
-171.83333385	0.01273670
-171.80000051	0.01202607
-171.76666718	0.01211102
-171.73333385	0.01260165
-171.70000051	0.01373480
-171.66666718	0.01454669
-171.63333385	0.01583142
-171.60000051	0.01688655
-171.56666718	0.01796690
-171.53333385	0.01887515
-171.50000051	0.01941792
-171.46666718	0.02019410
-171.43333385	0.02122338
-171.40000052	0.02231142
-171.36666718	0.02387040
-171.33333385	0.02611706
-171.30000052	0.02882658
-171.26666718	0.03223250
-171.23333385	0.03617517
-171.20000052	0.04040279
-171.16666718	0.04490231
-171.13333385	0.04937789
-171.10000052	0.05373210
-171.06666719	0.05765058
-171.03333385	0.06093786
-171.00000052	0.06344905
-170.96666719	0.06460342
-170.93333385	0.06453282
-170.90000052	0.06367091
-170.86666719	0.06112513
-170.83333385	0.05769941
-170.80000052	0.05301852
-170.76666719	0.04765536
-170.73333386	0.04192886
-170.70000052	0.03574912
-170.66666719	0.02940003
-170.63333386	0.02334446
-170.60000052	0.01739871
-170.56666719	0.01159711
-170.53333386	0.00612977
-170.50000052	0.00080927
-170.46666719	-0.00424658
-170.43333386	-0.00913670
-170.40000052	-0.01369370
-170.36666719	-0.01826981
-170.33333386	-0.02256502
-170.30000053	-0.02701682
-170.26666719	-0.03140251
-170.23333386	-0.03610165
-170.20000053	-0.04094265
-170.16666719	-0.04609308
-170.13333386	-0.05112758
-170.10000053	-0.05642473
-170.06666719	-0.06170692
-170.03333386	-0.06717448
-170.00000053	-0.07247866
-169.96666720	-0.07780029
-169.93333386	-0.08285838
-169.90000053	-0.08781902
-169.86666720	-0.09264267
-169.83333386	-0.09737664
-169.80000053	-0.10184419
-169.76666720	-0.10609308
-169.73333386	-0.10971655
-169.70000053	-0.11317067
-169.66666720	-0.11617728
-169.63333387	-0.11883173
-169.60000053	-0.12105614
-169.56666720	-0.12250706
-169.53333387	-0.12374887
-169.50000053	-0.12439250
-169.46666720	-0.12455940
-169.43333387	-0.12417615
-169.40000053	-0.12318270
-169.36666720	-0.12169582
-169.33333387	-0.11975839
-169.30000053	-0.11730901
-169.26666720	-0.11458950
-169.23333387	-0.11117719
-169.20000054	-0.10769192
-169.16666720	-0.10374849
-169.13333387	-0.09931952
-169.10000054	-0.09432471
-169.06666720	-0.08929586
-169.03333387	-0.08361771
-169.00000054	-0.07803738
-168.96666720	-0.07212494
-168.93333387	-0.06650158
-168.90000054	-0.06114404
-168.86666721	-0.05649892
-168.83333387	-0.05220230
-168.80000054	-0.04865427
-168.76666721	-0.04560421
-168.73333387	-0.04327878
-168.70000054	-0.04136985
-168.66666721	-0.03971062
-168.63333387	-0.03820165
-168.60000054	-0.03658956
-168.56666721	-0.03513925
-168.53333388	-0.03361618
-168.50000054	-0.03180548
-168.46666721	-0.02971341
-168.43333388	-0.02775995
-168.40000054	-0.02562626
-168.36666721	-0.02335570
-168.33333388	-0.02115657
-168.30000054	-0.01861485
-168.26666721	-0.01591777
-168.23333388	-0.01309246
-168.20000054	-0.00969009
-168.16666721	-0.00576780
-168.13333388	-0.00152737
-168.10000055	0.00336816
-168.06666721	0.00853992
-168.03333388	0.01379393
-168.00000055	0.01892434
-167.96666721	0.02386071
-167.93333388	0.02832137
-167.90000055	0.03219715
-167.86666721	0.03558746
-167.83333388	0.03837829
-167.80000055	0.04061995
-167.76666722	0.04293584
-167.73333388	0.04532227
-167.70000055	0.04793989
-167.66666722	0.05130646
-167.63333388	0.05505295
-167.60000055	0.05975561
-167.56666722	0.06509798
-167.53333388	0.07091947
-167.50000055	0.07734278
-167.46666722	0.08408734
-167.43333389	0.09096044
-167.40000055	0.09773565
-167.36666722	0.10401621
-167.33333389	0.10974848
-167.30000055	0.11436989
-167.26666722	0.11812553
-167.23333389	0.12046059
-167.20000055	0.12136338
-167.16666722	0.12093259
-167.13333389	0.11906262
-167.10000055	0.11592526
-167.06666722	0.11174116
-167.03333389	0.10677153
-167.00000056	0.10131841
-166.96666722	0.09524484
-166.93333389	0.08899921
-166.90000056	0.08249615
-166.86666722	0.07619508
-166.83333389	0.06956606
-166.80000056	0.06344162
-166.76666722	0.05722451
-166.73333389	0.05114752
-166.70000056	0.04548447
-166.66666723	0.03994851
-166.63333389	0.03474353
-166.60000056	0.02951224
-166.56666723	0.02453289
-166.53333389	0.02002024
-166.50000056	0.01593871
-166.46666723	0.01242766
-166.43333389	0.00931947
-166.40000056	0.00716060
-166.36666723	0.00555661
-166.33333390	0.00443442
-166.30000056	0.00371098
-166.26666723	0.00339555
-166.23333390	0.00284212
-166.20000056	0.00249469
-166.16666723	0.00175593
-166.13333390	0.00067272
-166.10000056	-0.00048826
-166.06666723	-0.00170212
-166.03333390	-0.00264500
-166.00000056	-0.00380773
-165.96666723	-0.00456234
-165.93333390	-0.00475382
-165.90000057	-0.00479446
-165.86666723	-0.00419526
-165.83333390	-0.00304708
-165.80000057	-0.00161177
-165.76666723	0.00050768
-165.73333390	0.00300471
-165.70000057	0.00577635
-165.66666723	0.00921953
-165.63333390	0.01274442
-165.60000057	0.01628362
-165.56666724	0.01996401
-165.53333390	0.02327226
-165.50000057	0.02624646
-165.46666724	0.02880109
-165.43333390	0.03078856
-165.40000057	0.03203706
-165.36666724	0.03287310
-165.33333390	0.03280544
-165.30000057	0.03218479
-165.26666724	0.03090571
-165.23333391	0.02885930
-165.20000057	0.02660762
-165.16666724	0.02426884
-165.13333391	0.02162583
-165.10000057	0.01932030
-165.06666724	0.01741693
-165.03333391	0.01599597
-165.00000057	0.01521380
-164.96666724	0.01532243
-164.93333391	0.01616976
-164.90000057	0.01752032
-164.86666724	0.01976374
-164.83333391	0.02211867
-164.80000058	0.02530361
-164.76666724	0.02883612
-164.73333391	0.03232103
-164.70000058	0.03589167
-164.66666724	0.03884871
-164.63333391	0.04177178
-164.60000058	0.04379082
-164.56666724	0.04463512
-164.53333391	0.04492091
-164.50000058	0.04430751
-164.46666725	0.04260394
-164.43333391	0.04038022
-164.40000058	0.03754691
-164.36666725	0.03406317
-164.33333391	0.03040593
-164.30000058	0.02665771
-164.26666725	0.02289885
-164.23333391	0.01954728
-164.20000058	0.01668273
-164.16666725	0.01478959
-164.13333392	0.01369108
-164.10000058	0.01370417
-164.06666725	0.01469562
-164.03333392	0.01654526
-164.00000058	0.01955760
-163.96666725	0.02313382
-163.93333392	0.02752823
-163.90000058	0.03210871
-163.86666725	0.03676647
-163.83333392	0.04138896
-163.80000058	0.04566417
-163.76666725	0.04969821
-163.73333392	0.05278601
-163.70000059	0.05502832
-163.66666725	0.05648378
-163.63333392	0.05665995
-163.60000059	0.05624588
-163.56666725	0.05490147
-163.53333392	0.05277682
-163.50000059	0.05017083
-163.46666725	0.04722444
-163.43333392	0.04428455
-163.40000059	0.04137764
-163.36666726	0.03892832
-163.33333392	0.03675675
-163.30000059	0.03538609
-163.26666726	0.03435993
-163.23333392	0.03424123
-163.20000059	0.03464001
-163.16666726	0.03554558
-163.13333392	0.03682170
-163.10000059	0.03851426
-163.06666726	0.03997466
-163.03333393	0.04138304
-163.00000059	0.04211252
-162.96666726	0.04248995
-162.93333393	0.04209906
-162.90000059	0.04087817
-162.86666726	0.03884306
-162.83333393	0.03628132
-162.80000059	0.03264623
-162.76666726	0.02835776
-162.73333393	0.02392207
-162.70000059	0.01868364
-162.66666726	0.01342268
-162.63333393	0.00820861
-162.60000060	0.00307239
-162.56666726	-0.00171482
-162.53333393	-0.00601390
-162.50000060	-0.00973699
-162.46666726	-0.01305071
-162.43333393	-0.01569281
-162.40000060	-0.01773515
-162.36666726	-0.01882345
-162.33333393	-0.01950050
-162.30000060	-0.01911852
-162.26666727	-0.01819636
-162.23333393	-0.01660892
-162.20000060	-0.01456149
-162.16666727	-0.01239390
